Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify_streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Shirt,Shirt,SZA,10/28/2022,USRC12203632,598,61.9,469322271,"68,997",24096906,73,"77,831,118","981,474","50,996","44,266,733","419,727,783","61,197,280",64,"278,696","1,150",26,"787,665",43,"52,365,635","13,823","5,859,226","1,516,065",,1
Tï¿½ï¿,Tï¿½ï¿,DENNIS,5/4/2023,BRSME2300692,601,61.7,333339751,"41,237",24980357,69,"164,941,550","1,130,932","1,253,933","124,997,599","1,585,272,275","158,095,067",44,"6,589",135,67,"3,132,886",11,"183,192",334,,"1,174,062",,0
Call Out My Name,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800560,603,61.6,1780889877,"229,909",75001452,79,"1,366,385,062","10,766,000","284,554","89,244,170","742,902,070","288,311,308",121,"3,403",4,62,"333,884",29,"173,195,736","97,371","16,332,502","8,331,752",,0
Lose Control,Get To Know,MEDUZA,9/27/2019,DEUM71905792,604,61.6,932911098,"180,309",53903360,66,"412,062,322","4,053,612","5,201,086","487,782,696","5,676,756,004","99,396,759",265,"223,012",274,305,"2,019,465",23,"48,014,603","11,561",,"8,835,435",,0
THE GREATEST,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401992,606,61.5,74533081,"4,192",13299713,84,"4,455,957","101,176",166,,,"934,654",60,408,1,8,"208,876",17,"183,715",381,"763,697","62,349",,0
ýýchame La Culpa,ýýchame La Culpa,Luis Fonsi,11/17/2017,USUM71712163,607,61.4,935042457,"92,728",21057073,68,"2,463,300,079","11,133,796","1,121,206","13,550,452","139,512,356","391,129,325",92,"81,252",,76,"175,283",36,"113,179,212","41,836",,"8,719,140",,0
Mask Off,EPIC AF,Future,1/1/2017,USSM11701444,614,61.3,1596770801,"281,838",66110271,77,"1,296,329,209","14,241,982","1,693,184","235,882,300","2,521,784,913","193,985,669",220,51,40,68,"544,177",39,"358,165,536","365,569",,"11,357,103",,1
Before You Go,Divinely Uninspired To a Hellish Extent (Extended Edition),Lewis Capaldi,5/17/2019,DEUM71905868,611,61.3,1920784716,"211,573",106250249,77,"814,045,992","8,072,383","912,147","104,538,556","1,042,158,771","614,489,930",203,"1,048",68,62,"378,234",33,"198,714,579","117,124",,"12,280,979",,0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,9/16/2021,US23A1540104,610,61.3,428189728,"95,507",22395876,67,"84,966,187","868,089","5,406,735","1,021,159,104","11,653,604,916","98,142,716",100,"22,558",122,24,"101,103",33,"6,960,206","6,180",,"5,024,951",,1
Queencard,I feel,(G)I-DLE,5/15/2023,KRA392300001,616,61.2,289304213,"25,925",7047731,72,"336,281,559","3,407,011","404,600","257,833,478","1,992,738,757","572,838,570",33,"4,473",,5,"25,127",38,"786,642","3,077","1,151,435","689,921",,0
RAPSTAR,RAPSTAR,Polo G,4/9/2021,USSM12101640,615,61.2,923823292,"218,155",31818910,72,"300,905,049","3,235,053","147,432","71,450,602","619,442,138","275,110,787",143,"128,393",554,28,"283,344",49,"51,760,583","51,356",,"2,180,167",,1
Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,3/17/2023,GBUM72304301,620,61.1,513353284,"73,253",71366345,80,"91,324,061","1,419,414","42,282","19,858,700","152,008,937","225,040",70,"30,184",20,39,"830,621",41,"22,345,351","3,483","3,794,067","3,754,332",,0
Maan Meri Jaan,Champagne Talk,King,10/12/2022,INW272200083,621,61.0,467454503,"25,221",7852722,71,"627,711,778","7,180,269","622,000","11,756,945","189,880,241","506,446",18,921,,1,"1,097",9,"3,330",,,"397,715",,0
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,1/7/2021,USWB12004547,622,61.0,571532926,"95,775",30817811,66,"480,128,955","4,921,945","2,150,682","255,722,462","2,362,426,981","36,411,816",143,"202,966",921,50,"237,821",48,"145,038,061","82,633",,"2,977,469",,1
GATï¿½ï¿½,GATï¿½ï¿½,KAROL G,8/26/2022,USUM72216070,623,61.0,427247328,"42,444",22820163,66,"547,409,394","3,332,851","333,197","26,378,245","275,273,861","708,455,030",38,"41,880",104,24,"6,138,492",41,"51,711,477","9,193",,"1,177,588",,0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2/23/2017,USWB11700237,624,61.0,1116304877,"120,975",28691304,66,"2,024,330,020","12,350,722","5,384,329","108,811,158","816,827,324","618,637,192",5,1,,58,"265,507",11,"104,822,007","105,778","24,296,452",,,1
SICKO MODE,ASTROWORLD,Travis Scott,8/3/2018,USSM11806660,626,60.9,2134271997,"330,314",97027433,77,"271,517,371","2,036,075","1,159,868","262,664,925","2,562,546,341","8,490",286,"79,741",107,70,"834,774",115,"307,942,023","300,265",,"10,345,810",,1
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/23/2023,USAT22306213,630,60.6,470659154,"53,386",35912569,71,"143,805,714","2,019,310","307,562","119,653,263","1,220,529,181","581,626,428",68,4,"1,012",31,"494,407",35,,,,"1,637,333",,1
The Kind of Love We Make,The Kind of Love We Make,Luke Combs,6/17/2022,US6XF2200076,628,60.6,470340261,"68,177",14091711,75,"123,212,252","623,104","72,219","39,713,127","395,041,727","513,736,581",45,"321,811",106,7,"141,841",25,"175,596,345","25,175","697,439","1,452,588",,0
Europapa,Europapa,Joost,2/29/2024,NL4TG2400001,629,60.6,111170278,"12,493",25123151,81,"50,014,053","797,138","91,200","3,125,018","34,861,500","4,715,872",27,"9,467",41,34,"1,098,059",12,"17,776",114,,"178,197",,0
OMG,NewJeans 'OMG',NewJeans,1/2/2023,USA2P2251723,632,60.5,675591495,"53,019",18823180,75,"296,668,872","3,652,203","566,750","299,538,483","2,441,354,214","228,437,645",43,"13,660",25,10,"209,526",45,"1,244,038","2,134","2,311,794","702,234",,0
PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,9/22/2022,USSD12200965,635,60.4,396549329,"56,179",20926929,67,"185,441,424","1,023,796","2,400,609","377,165,558","5,233,247,603","19,049,338",43,"36,151",174,23,"368,136",46,"20,524,547","4,585",,"1,071,446",,1
In The Name Of Love,Pacha 2017,Martin Garrix,10/23/2015,NLM5S1600003,637,60.4,1452194416,"164,935",69180262,75,"1,487,688,794","13,819,002","3,910,130","133,502,443","1,030,123,230","362,287,135",154,"25,846",146,96,"1,089,039",33,"301,519,647","172,846","90,192,637","8,395,318",,0
Shorty Party,Shorty Party,Cartel De Santa,3/4/2023,MX3602300010,633,60.4,323657766,"28,785",11052463,69,"373,726,087","2,491,193","416,201","53,038,445","623,071,891","304,414,240",9,"2,712",1,3,"1,108,265",7,"13,592,777","11,376",,"2,690,874",,1
Drama,Drama - The 4th Mini Album,aespa,11/10/2023,KRA302300350,634,60.4,198043685,"11,991",12559068,78,"203,832,651","2,922,155","43,265","64,109,374","442,468,610","1,241,723,341",26,"2,805",7,6,"573,116",24,"306,346",786,"829,911","261,344",,0
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,7/3/2020,UK4ZF2000305,636,60.4,1196521179,"190,615",90132900,74,"362,915,972","1,650,951","434,330","24,163,311","269,796,885","181,591,757",383,"411,715",498,216,"3,455,476",65,"58,649,277","12,515",,"8,953,467",,0
Callaita,Callaita,Bad Bunny,5/31/2019,QM6N21919851,638,60.0,1448173030,"156,477",70813159,70,"1,341,625,876","6,392,667","625,362","38,376,453","354,361,373","319,055,884",145,"21,249",58,58,"3,650,942",26,"177,618,696","48,208",,"3,026,321",,1
How Do I Say Goodbye,How Do I Say Goodbye,Dean Lewis,8/5/2022,AUUM72200172,639,59.9,459712644,"86,820",35269550,69,"116,599,191","1,422,757","189,900","92,382,361","749,847,975","553,126,618",57,"206,210",428,21,"85,862",22,"59,479,060","16,184","5,160,877","2,330,861",,0
ULTRA SOLO,ULTRA SOLO,Polimï¿½ï¿½ Westc,2/14/2022,CLPP22200004,642,59.7,360068693,"58,995",18998905,64,"149,041,400","1,103,249","4,984,600","450,591,101","4,865,262,796",,35,"18,457",,19,"138,088",19,"55,318",706,,"1,212,308",,0
SNAP,SNAP,Rosa Linn,3/19/2022,USSM12207342,643,59.7,1039482815,"99,333",60341587,79,"14,074,005","277,824","20,083","254,036","6,824,133",,133,"366,151",661,75,"2,521,874",39,,,"3,569,232","9,224,184",,0
Gangnam Style (ï¿½ï¿½ï¿½ï¿½ï¿½ï,Hits For Kids 29,PSY,1/1/2012,USUM71210283,647,59.6,477162323,"103,211",28183533,67,"5,849,588,091","31,460,015","146,609","64,279,161","578,660,460","288,553,687",93,"13,151",77,50,"208,246",21,,,,"7,977,546",,0
Criminal,Criminal,NATTI NATASHA,8/18/2017,USB271700112,648,59.6,889098343,"84,086",32287923,69,"2,707,034,440","9,483,547","425,400","28,701,107","312,894,649","278,049,333",58,"15,053",88,39,"482,047",59,"190,129,072","63,576",,"3,803,337",,0
Chantaje,Chantaje,Shakira,1/1/2016,USSD11600299,646,59.6,1006124005,"96,248",34837159,72,"3,290,132,416","13,447,183","122,464","27,711,123","270,324,375","263,463,888",114,"20,842",74,91,"871,678",49,"215,160,586","143,400",,"7,404,696",,0
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,8/14/2020,USUG12001748,645,59.6,962634706,"222,576",40254416,69,"645,367,972","5,525,087","59,816","28,688,641","232,612,189","200,715,765",170,"1,830",49,71,"208,959",29,"111,165,919","54,849",,"2,255,595",,1
Psycho,Psycho (feat. Ty Dolla $ign),Post Malone,2/23/2018,USUM71710836,650,59.5,1517935273,"183,827",31780671,70,"1,316,530,001","8,403,766","13,942","5,079,910","41,586,060","291,238,119",92,"136,508",160,45,"356,717",19,"443,344,783","247,892",,"6,938,949",,1
Casanova,Casanova,Soolking,7/6/2023,FRPZ92324651,649,59.5,191488217,"46,669",12795882,72,"205,292,316","1,160,425",,"12,365,265","143,392,887","466,939,874",35,"18,155",,40,"6,429,562",32,,,,"1,457,167",,0
Holanda,Holanda,Jhayco,7/28/2023,USUM72310520,651,59.5,320174752,"51,073",31619869,73,"104,188,558","465,006","278,104","136,034,375","1,510,621,389","30,755,464",48,"29,430",9,22,"534,709",30,"697,732",897,,"597,203",,1
Faded,Faded,Alan Walker,12/4/2015,NOG841549010,653,59.4,1943842010,"221,874",62851374,75,"439,888,055","5,232,880","11,253,946","269,640,001","4,682,512,450","23,770,197",103,"107,625",4,107,"1,092,635",49,"122,793,202","262,131","11,403,504","26,821,494",,0
Cough,Cough,Kizz Daniel,10/13/2022,USUYG1448153,655,59.3,86103527,"24,888",4522560,62,"211,940,922","1,076,420","3,115,217","71,261,169","1,387,044,831","69,365,971",20,"14,428",4,6,"438,492",18,"5,049,678","1,949",,"3,663,496",,1
Afraid To Feel,Afraid To Feel,LF SYSTEM,5/2/2022,GBAHT2200492,656,59.3,355203657,"146,218",60783514,74,"46,743,730","381,567","201,874","142,211,766","1,767,047,572","746,547,494",112,"113,950",369,55,"1,570,302",35,"69,412","1,389","12,813,061","3,424,307",,0
Wow.,Wow.,Post Malone,12/24/2018,USUM71822626,657,59.3,1680612367,"201,840",56914511,74,"630,890,897","5,912,252","536,365","51,435,673","477,810,652","284,679,984",137,"198,344","1,478",42,"35,766",26,"391,192,844","302,612",,"6,704,282",,1
Radioactive,Hear Me EP,Imagine Dragons,1/1/2012,USUM71201074,654,59.3,1836362703,"236,427",68978853,75,"1,838,544,809","12,824,587","340,696","56,611,247","640,674,307","216,497,133",111,"166,884",650,118,"869,248",47,"1,108,092,615","2,068,154",,"16,364",,0
RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas,10/12/2019,USSM11912430,659,59.2,961358721,"155,959",47278163,65,"1,188,737,111","7,547,115","212,737","22,305,262","307,352,160","230,662,728",201,493,115,147,"1,479,424",45,"151,816,538","47,318",,"11,191,965",,1
hot girl bummer,hot girl bummer,blackbear,8/23/2019,USUG11902959,658,59.2,1265080733,"198,773",30644248,70,"356,598,545","5,539,172","333,375","80,730,443","579,006,925","297,754,199",120,766,182,29,"652,935",13,"231,292,863","252,439","38,828,009","9,785,960",,1
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,1/11/2019,GBUM71807386,663,59.1,1349115675,"113,525",53504146,71,"1,029,803,478","4,717,155","221,401","6,690,117","102,120,652","2,211,960,159",180,"509,702",524,76,"1,145,425",56,"258,006,262","105,686",,"9,363,816",,0
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2/21/2020,USSM12000998,665,59.1,1157206056,"189,404",63215005,75,"158,131,164","1,488,878","1,833,826","426,830,431","3,272,868,374","29,873",191,"209,890",255,58,"1,276,396",43,"77,600,589","71,185","29,746,145","6,963,195",,0
Toxic,Faded,BoyWithUke,9/10/2021,TCAFS2101442,662,59.1,690010618,"145,080",16730668,69,"366,093,721","7,390,377","643,140","290,455,168","2,787,939,961","1,219,791,364",24,"61,430",151,27,"541,010",15,"10,399,079","53,016",,"5,582,299",,0
Tennessee Whiskey,Tennessee Whiskey,Chris Stapleton,4/28/2015,USUM71418088,661,59.1,954073526,"162,233",36021163,77,"1,153,379,467","6,645,883","148,665","21,371,017","243,324,273","147,427,683",117,"14,374",100,24,"15,644",34,"1,274,748,936","1,291,820",,"5,069,348",,0
Up,Up (Instrumental),Cardi B,2/4/2021,USAT22100061,664,59.1,646916214,"97,970",34102798,65,"496,850,951","6,266,644","2,776,485","885,852,462","6,912,025,468","66,038,736",173,"15,142",869,60,"214,629",40,"147,844,649","104,705",,"3,173,352",,1
Don't Be Shy,Don't Be Shy - Single,Tiï¿½ï¿,8/12/2021,CYA112000981,670,58.9,686371118,"95,938",62300199,69,"479,721,274","3,066,965","1,500,000","146,674,018","2,298,614,237","1,914,236,734",130,"104,810",945,87,"604,339",51,"46,151,542","9,577",,"4,879,555",,1
Sabor Fresa,Sabor Fresa,Fuerza Regida,6/22/2023,QZ9QQ2300457,668,58.9,502536183,"37,578",22883474,77,"151,406,654","886,902","380,400","77,609,922","866,457,165","38,095,038",40,"2,639",312,17,"2,206,560",16,"36,328,828","10,092",,"591,279",,1
MON LOVE OHO,MON LOVE OHO,Liamsi,4/7/2023,QZMEV2363867,666,58.9,24215252,"12,008",950490,48,"12,381,597","191,468","3,611,019","229,593,251","3,302,969,819",,1,"4,445",,1,839,2,,,,"1,389,350",,1
Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),JID,1/14/2022,USUM72123571,667,58.9,548724288,"170,892",80727459,79,"91,605,414","1,539,359","28,794","90,067,000","813,374,956","476,994,273",53,"1,046",538,28,"2,732,487",48,"21,017,930","13,817","12,373,470","5,341,857",,1
Feather,emails i canï¿½ï¿½ï¿½t send fwd,Sabrina Carpenter,3/17/2023,USUM72301876,673,58.8,488979989,"32,825",79636817,84,"88,126,911","1,378,287","170,893","35,176,071","443,060,258","756,672,096",60,"212,739",400,72,"5,800,066",37,"14,414,933","5,802",,"1,261,815",,1
Super Gremlin,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Kodak Black,10/30/2021,USAT22107295,672,58.8,416955991,"123,862",25561593,63,"174,009,595","1,640,732","255,281","140,081,850","1,163,709,610","32,508",65,"254,615",350,20,"126,629",24,"149,887,956","90,700",,"2,259,867",,1
Natural,Natural,Imagine Dragons,7/17/2018,USUM71806694,674,58.8,1228556153,"154,255",36941962,75,"1,220,581,919","10,953,316","1,207,638","29,172,920","396,994,100","186,180,888",72,"157,544",175,45,"494,642",67,"269,729,654","148,539","1,145,378","10,463,981",,0
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,12/27/2019,USSM11914988,675,58.8,709850383,"165,912",33706762,70,"75,540,671","750,424","8,269,500","222,858,336","1,876,371,239","8,841,698",69,"29,239",103,24,"103,760",13,"36,432,352","55,187",,"3,068,690",,1
High Hopes,High Hopes On Saturday Night,Panic! At The Disco,5/23/2018,USAT21801174,678,58.7,1602076880,"207,598",99517459,75,"284,427,491","2,509,207","1,056,148","78,133,371","790,904,602","92,998,956",20,"671,056",550,98,"987,939",120,"324,085,596","488,258",,,,0
Side To Side,Dangerous Woman,Ariana Grande,4/1/2016,USUM71602107,680,58.6,1427792654,"120,921",38322144,70,"2,458,018,861","14,668,122","1,697,927","69,105,932","413,361,240","1,906,554,470",128,"81,758",116,180,"930,854",26,"338,758,974","217,054",,"7,455,134",,1
Build a Bitch,Build a Bitch,Bella Poarch,5/14/2021,USWB12101016,682,58.5,452542081,"81,642",21651326,63,"575,228,171","13,396,525","3,130,325","1,030,644,218","10,270,227,664","673,325,888",77,"45,289",119,25,"64,858",23,"33,608,983","29,714",,"2,055,722",,1
"Natanael Cano: Bzrp Music Sessions, Vol. 59","Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap,4/2/2024,UYB282401007,683,58.4,126619484,"6,242",27462520,79,"55,418,429","1,848,749",,"54,400","556,900","9,306,598",10,568,,11,"2,351,766",34,"434,955",158,,,,1
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,QZ9QQ2300724,685,58.3,363816146,"16,161",16393454,80,"189,158,687","768,324","64,160","13,838,072","114,779,266","1,011,182,862",24,843,32,13,"6,958,217",22,"5,987,571","4,056","211,195","711,146",,1
Streets,Hot Pink,Doja Cat,11/7/2019,USRC11903460,686,58.3,1056939084,"154,003",62848076,75,"702,463,556","8,269,225","1,629,600","573,666,785","3,347,862,526","458,124,201",155,"3,474",57,39,"318,451",17,"14,397,719","52,318","34,660,570","6,716,450",,1
How We Roll,How We Roll,Ciara,8/4/2023,QZS7J2357291,684,58.3,36007719,"11,757",1829300,53,"66,350,451","833,138","1,454,232","28,142,270","344,537,974","287,866,414",16,"83,924",41,4,"66,406",27,"7,222,274","5,483",,"790,290",,1
Peaches & Eggplants (feat. 21 Savage),Peaches & Eggplants (feat. 21 Savage),Young Nudy,2/27/2023,USRC12300570,689,58.2,157446814,"54,118",15660760,64,"120,010,894","962,140","44,041","22,685,975","142,468,312","339,341,865",31,"95,078",145,16,"1,339,752",20,"10,357,719","19,626","11,578,434","1,447,731",,1
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,10/8/2021,USRC12101071,691,58.1,248749251,"103,369",11693843,61,"318,002,064","2,874,323","162,900","33,365,117","142,448,123","208,914,276",44,"6,912",178,8,"40,089",17,"36,588,286","25,612","44,234,133","856,723",,1
O Me Voy O Te Vas,O Me Voy O Te Vas,Natanael Cano,10/11/2023,QZ9QQ2300812,692,58.0,226233020,"14,009",22457916,77,"232,513,811","1,040,989",333,"72,367","588,601","1,118,536,356",10,,,8,"1,427,933",14,"1,963,739","1,229",,"345,895",,0
Girls Like You (feat. Cardi B),Red Pill Blues (Deluxe),Maroon 5,11/3/2017,USUM71805272,694,57.9,1650167380,"145,231",35076065,66,"1,225,467,157","7,096,961","2,904,900","36,399,820","405,895,763","10,016,549",153,"20,494",152,284,"346,258",62,"317,479,596","359,490",,"10,878,345",,1
Therefore I Am,Therefore I Am,Billie Eilish,11/12/2020,USUM72021500,695,57.9,805133547,"132,298",34341587,67,"357,556,016","9,930,750","1,600,298","283,957,601","2,252,801,256","323,940,858",229,"346,007","1,356",43,"1,347,969",64,"96,649,436","32,412",,"3,468,671",,0
Wish You The Best,Wish You The Best,Lewis Capaldi,4/14/2023,DEUM72206010,701,57.8,245513981,"37,111",22160670,71,"99,697,837","1,375,852","7,175","7,047,257","76,397,270","638,266,470",66,"215,278",97,25,"2,306,379",32,"28,435,231","2,496","1,268,766","2,064,588",,0
Stitches,Stitches,Shawn Mendes,2/10/2015,USUM71500658,700,57.8,1907768690,"170,905",58551250,69,"2,115,112,270","16,309,142","396,789","45,962,200","403,748,250","1,696,441,023",206,"180,036",259,132,"291,799",38,"637,391,281","479,403",,"14,744,823",,0
Back On 74,Back On 74,Jungle,7/28/2023,QM4TX2336316,702,57.8,212122034,"61,462",73347896,80,"49,794,673","997,193","117,000","60,212,881","555,529,368","19,357,105",78,"19,909",183,52,"1,421,707",108,"1,369,652","5,027",,"1,510,651",,0
Por Mi Mexico (Remix),"Por Mi Mï¿½ï¿½xico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Peï¿½ï¿½a] ",Lefty Sm,8/25/2023,QM3DF2219446,703,57.7,98795736,"8,721",6921023,67,"236,734,405","1,554,966","614,600","25,414,356","319,127,773","295,805,823",8,31,,3,"146,132",28,"17,670,634","3,877",,"312,223",,1
THIS YEAR (Blessings),THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single,Victor Thompson,1/4/2023,QZFYY2339108,705,57.7,134208327,"45,328",7606515,61,"93,787,998","947,363","2,544,105","156,575,242","2,460,084,219",,16,"2,578",29,7,"49,865",7,"545,726","1,284",,"2,334,472",,0
Fair Trade (with Travis Scott),Certified Lover Boy,Drake,9/3/2021,USUG12104402,708,57.6,819136167,"220,374",42648915,75,"173,633,158","1,399,290","66,599","33,795,573","327,393,753","243,761,287",67,60,81,30,"783,511",8,"44,693,468","12,411",,"1,942,002",,1
Mayores,Mayores,Becky G,7/14/2017,USRC11701270,709,57.6,709559454,"66,677",26417997,66,"2,660,240,919","9,901,740","610,733","22,346,077","258,215,382","282,498,898",84,"23,100",117,42,"316,122",39,"146,731,599","104,443",,"3,920,423",,0
CHORRITO PA LAS ANIMAS,SIXDO,Feid,12/2/2022,USUM72222460,707,57.6,558560568,"61,360",26903567,75,"228,242,847","852,495","1,015,200","134,483,388","1,339,213,086","10,159,357",44,"25,014",94,19,"4,059,655",26,"3,253,358","1,094",,"815,675",,1
